comment_ori,comment_clean,llm_label
"Haruskah kita punya buku sejarah tapi dilihat ga dari satu sisi saja? Misal bagi kita Bangsa Indonesia, kita bebas dari Jepang itu adalah kemenangan tapi bagi Jepang itu adalah Aib. Oleh karena itu di Jepang, di buku sejarah mereka ga pernah diajarin mereka pernah menjajah Asia Tenggara, mentok mentok cuma China sama Korea",harus punya buku sejarah lihat satu sisi misal bangsa indonesia bebas jepang menang jepang jepang buku sejarah pernah diajarin pernah jajah asia tengara mentok mentok china korea,Positif
wao,,Positif
Dari dulu sampai sekarang dari 8 rb subcraber sampai 5jt sekarang emng kobi dan sasa terbaik,dulu sekarang subcraber sekarang emng kobi sasa baik,Positif
"Waktu kecil saya hormat ke pemerintah, sekarang makin dewasa makin sadar busuknya pemerintah.",waktu kecil hormat perintah sekarang dewasa sadar busuk perintah,Positif
"Mantapp, terus suarakan sejarah yg mau dihapus",mantap suara sejarah hapus,Netral
1984 noticed,notice,Positif
Ngomen biar nyebar lewat algoritma,ngomen nyebar lewat algoritma,Netral
jujur animasinya ini keren banget sih,jujur animasi keren,Positif
"Tp beruntung zaman skrng ada teknologi internet, & saya yakin fakta sejarah tidak akan bisa hapus. & Tugas moral kita untuk terus menceritakan sejarah secara apa adanya kpd anak2 kita.",untung zaman skrng teknologi internet yakin fakta sejarah hapus tugas moral cerita sejarah anak,Positif
"hanya ada 1 kata ""LAWAN"" 🔥",kata lawan,Netral
Pantau ini video guys awas kalo ilang tb tb,pantau video guy awas kalo ilang,Netral
simpatisan komunis,simpatisan komunis,Positif
"Sejarah memang tidak selalu bersih, tapi dari kotornya itu kita belajar untuk tidak mengulang nya di kemudian hari",sejarah bersih kotor ajar ulang kemudian hari,Negatif
Takut chanel ama teamnya ikutsn hilang,takut chanel teamnya ikutsn hilang,Netral
"kokbisa udah angkat tema2 berat , pertanda indonesia memang tidak baik2 saja",kokbisa udah angkat tema berat tanda indonesia baik,Netral
❤,,Positif
min perbaiki lagi video/suara ada suara listrik mengganggu,baik video suara suara listrik mengangu,Positif
Harus bangat ya bela komunis sofiet??? Channel ini punya tujuan sendiri dengan backingan asing,bangat bela komunis sofiet chanel punya tuju sendiri backingan asing,Netral
Jepang juga ngilangin sejarah kalo mereka pernah jajah negara negara dan berakir kekalahan,jepang ngilangin sejarah kalo pernah jajah negara negara berakir kalah,Positif
"ternyata pas dulu gw sekolahhh........
aduh..
DASAR SD PEMMBOHONHG!",nyata dulu sekolah aduh dasar pembohonhg,Positif
"Sejak ribuan tahun lalu...
manusia dibohongi oleh tiga hal:
Tuhan, tanah air, dan kehormatan.
Semuanya dijadikan alasan untuk membunuh.
Padahal yang ingin kita semua lakukan...
hanyalah hidup damai dan mencintai.",sejak ribu tahun manusia bohong tiga tuhan tanah hormat semua jadi ala bunuh padahal semua laku hanya hidup damai cinta,Netral
ayo sama sama lawan agar indonesia dapat lebih baik,lawan indonesia baik,Negatif
aokiji tu itachinya onepiece,aokiji itachinya onepiece,Positif
"Makasih kok bisa, selalu upload video bermanfaat",upload video bermanfat,Positif
🗿👍 kece banget semangat terus bang,kece semangat,Positif
"Fakta yang sering diungkapkan adalah bahwa dalam sejarah, cerita sering kali ditulis dan dikisahkan oleh mereka yang memenangkan pertarungan atau konflik, sehingga sudut pandang mereka yang kalah sering kali terabaikan atau diabaikan.",fakta ungkap sejarah cerita tulis kisah menang tarung konflik sehinga sudut pandang kalah abai abai,Netral
"Saya penyandang autism spectrum ingin mengucapkan terima kasih kepada Kok Bisa. Karena menyajikan sejarah masa kelam mengingatkan aku pada masa masa kelam nan suram di zaman sekolah dan kuliah kayak bullying, teror, diskriminasi, ancaman pembunuhan dan kejadian suram kepada orang lain. Sekarang aku hidup aman dan damai. Aku ada di sampingmu kalau ada orang merasa terpuruk. Saya menolak lupa sejarah masa kelam Indonesia kayak pembantaian 1965 1966 Tragedi HAM berat, Peristiwa 1998, Diskriminasi terhadap etnis Tionghoa, dan tak cuma Indonesia. Seluruh negara di dunia juga punya masa kelam. Saya suka Sejarah. 僕は日本史と歴史が大好きものでした。

Impian saya adalah mau jadi ahli matematikawan dan ilmuwan scientist dan peneliti riset 

このビデオをいただくれてありがとうございます。お互いに頑張りましょう、Kok Bisaチーム",sandang autism spectrum ucap terima kasih saji sejarah masa kelam ingat masa masa kelam suram zaman sekolah kuliah bulying teror diskriminasi ancam bunuh jadi suram sekarang hidup aman damai samping rasa puruk tolak lupa sejarah masa kelam indonesia bantai tragedi berat peristiwa diskriminasi etnis tionghoa indonesia seluruh negara dunia punya masa kelam suka sejarah impi ahli matematikawan ilmuwan scientist teliti riset,Negatif
"Ayo serukan!!!, #menolaklupa",seru menolaklupa,Positif
"""Sejarah di tulis sang pemenang""",sejarah tulis sing menang,Positif
"Tim kobis sedang memasak🔥, gilakk k eren bgt kualitas anmsinya🔥",kobis sedang masak gilak eren kualitas anmsinya,Positif
😂😂😂 holp,holp,Netral
"Lalu bagaimana dan di mana semua sejarah yang asli di kumpulkan? 
Apakah ada yang di mana semua fakta sejarah yang pernah ada sampai sekarang masih tercatat? Dan di mana itu?",semua sejarah asli kumpul semua fakta sejarah pernah sekarang catat,Negatif
"Penguasa yang mempunyai sejarah kelam mengenai pelanggaran HAM  tentu saja akan mencoba menghapus sejarah tersebut demi ""Nama Baik""",kuasa punya sejarah kelam kena pelangaran coba hapus sejarah nama baik,Netral
"Pertanyaan :
Apakah nantinya Peristiwa Pandemi COVID-19 juga bakalan masuk ke dalam Buku Sejarah?",pertanyan nanti peristiwa pandemi covid bakal masuk buku sejarah,Negatif
"Salah satu akibat dari pembelokan / penghilangan sejarah berpuluh² tahun, jadi banyak dari kita yg menolak ketika muncul versi/sudut pandang lain sejarah, karena dianggap tidak sesuai dengan selera sejarahnya.
Padahal tidak ada bangsa yg sejarahnya sempurna, termasuk bangsa kita.",salah satu akibat belok hilang sejarah puluh tahun banyak tolak muncul versi sudut pandang sejarah diangap sesuai selera sejarah padahal bangsa sejarah sempurna masuk bangsa,Negatif
Barangsiapa yang tidak belajar dari sejarah akan dikutuk untuk mengulangi sejarah tersebut,barangsiapa ajar sejarah kutuk ulang sejarah,Positif
upload nya malem amat bg ada si buat pemain minecraft map yang nama nya uncensored liblary itu isi nya yaaa gitu lah,upload malem buat main minecraft nama uncensored liblary,Netral
"Save video ini, tunjukkan ke anak cucu kalau yang diajarkan disekolah nanti kurang lengkap!",save video tunjuk anak cucu ajar seko kurang lengkap,Netral
"kalo kokbisa yang biasanya netral, sekarang udah terang-terangan melawan kayak gini, berarti emang udah gawat ges.

jangan jadi apatis ya teman-teman, jangan ngerasa politik itu ga berpengaruh sama kehidupan kalian. politik selalu dan langsung berhubungan dengan kehidupan kalian, sekecil apapun itu.

mau tunggu sampai orang dekat, orangtua, saudara, sahabat, atau kalian sendiri jadi korban lalu ga dianggap sama negara baru mau melawan? ngga kan!!!

ayo bersatu sekarang teman-teman!!!🔥🔥🔥",kalo kokbisa biasa netral sekarang udah terang terang lawan arti udah gawat apatis teman teman ngerasa politik pengaruh hidup politik langsung hubung hidup kecil apa tungu dekat orangtua saudara sahabat sendiri korban diangap negara baru lawan satu sekarang teman teman,Netral
min bnyk bgt komen judol disini,bnyk komen judol sini,Positif
"Waw. Kok bisa bener bener nyentuh esensi penting dari belajar, yaitu kritjs dan membuat orang jadi berempati. Keren banget kok bisa. Ini keras, dan memang seharusnya sekeras ini. Lawan!",bener bener nyentuh esensi penting ajar kritjs empat keren kera kera lawan,Positif
"Mungkin sejarah mengenai masa lalu Soekarno yang memiliki banyak istri, inflasi besar-besaran, kelaparan, PHK masal,atau mungkin tentang tragedi G30S PKI dan semua akan digantikan dengan cerita fiksi yang tidak pernah ada",sejarah kena masa soekarno banyak istri inflasi besar besar lapar masal tragedi semua ganti cerita fiksi pernah,Netral
"Imo, menanyakan jumlah guru yang tersisa ketika kalah perang juga merupakan salah satu celah untuk menghapus sejarah di bidang pendidikan.",tanya jumlah guru sisa kalah perang rupa salah satu celah hapus sejarah bidang didik,Negatif
"Kalo isi buku sejarah kita banyak diisi cerita yang sebenarnya, mungkin banyak mahasiswa makin penasaran dan belajar soal pelajaran sejarah yang campur aduk perasaan itu. Soalnya kalo cuman dikasih cerita sejarah palsu dan seolah-olah hal kelam itu adalah sebuah kebaikan negara, mungkin rasanya jadi mahasiswa itu kayak makan permen manis seumur hidupnya. Moga aja sih kedepannya banyak mahasiswa sekolah menengah atau kebawah bisa dikasih lebih lagi soal kebenaran dan penjelasan detail, soal apa yang ada di banyak buku sekolah, yang ga cuman isinya hanya point point doang dan gaada penjelasan dari akarnya.",kalo buku sejarah banyak disi cerita benar banyak mahasiswa penasaran ajar soal ajar sejarah campur aduk peras kalo kasih cerita sejarah palsu olah kelam buah baik negara rasa mahasiswa makan permen manis umur hidup moga depa banyak mahasiswa sekolah tengah bawah kasih soal benar jelas detail soal banyak buku sekolah isi point point doang gada jelas akar,Positif
2030 is ril,benar,Positif
4:13 Bagaimana dengan Teori Bumi Bulat?,teori bumi bulat,Netral
"Disaat ""kok bisa"" upload video durasi ±10mnt disitulah mode serius aktif😂",sit upload video durasi situ mode serius aktif,Positif
Adik dari kakek ku diracuni tentara Indonesia pada waktu itu 😢,adik kakek racun tentara indonesia waktu,Negatif
absolute cinema 🫡,absolute cema,Negatif
Kerennn min,keren,Positif
Ayo bisa yo ramein semoga video ini gk di hapus,ramein moga video hapus,Netral
"3:20 Peta Palestina ""diubah"" menjadi Peta Israel.",peta palestina ubah peta israel,Netral
Keren banget animasinya :D,keren animasi,Netral
"Walaupun sejarah resmi yang di buat oleh pemerintah indonesia diberlakukan, kita harus tetap memegang fakta sejarah yang sebenarnya. karena sejarah tidak dapat dihapus ataupun di ubah. sejarah akan tetap menjadi sejarah, dan yang akan menjadi saksi atas semua itu adalah kita semua. kitalah yang berhak menulis sejarah itu.",walaupun sejarah resmi buat perintah indonesia laku tetap pegang fakta sejarah benar sejarah hapus atau ubah sejarah tetap sejarah saksi semua semua kita hak tulis sejarah,Positif
"bang, cara bantu orang yang kesetrum itu kita harus gimana? takutnya ikut kesetrum 🙏🏻",cara bantu setrum takut ikut setrum,Netral
"2:45 Bahkan, Chatbot AI buatan Tiongkok seperti DeepSeek juga tidak mau menjawab tentang Tragedi/Insiden di Lapangan Tianmen.",chatbot buat tiongkok depsek jawab tragedi insiden lapang tianmen,Positif
Hadir bang 🎉🎉❤❤❤❤❤❤,hadir,Negatif
Mereka seakan ingin menjadi pahlawan atas dosa yang mereka lakukan namun sepandai pandainya menyembunyikan bangkai baunya pasti tercium.,akan pahlawan dosa laku pandai pandai sembunyi bangkai bau cium,Netral
Kapan kita akan ngelawan apa kita cuma pasrah aja di tindas dan   di perlakuin semena mena sama pemerintah?,kapan ngelawan pasrah tindas perlakuin semena mena perintah,Negatif
"Jangankan sejarah dbahas sama anak sekarang,pelajaran matematika dasar aja udah jejang SMA AJA MASIH LOL APALAGI MEMBACA TIDAK BISA baca ""generasi bebas merdeka tapi terlalu bebas jadi LOL""",jangan sejarah dbahas anak sekarang ajar matematika dasar udah jejang baca baca generasi bebas merdeka bebas,Netral
Makasih infonya,info,Netral
"9:35 alarm ud sering bunyi, entah sp yg budeg",alarm bunyi entah budeg,Netral
"Asumsi: Tujuan Prabowo membuat sekolah rakyat adalah salah satu agenda untuk menulis ulang sejarah dengan mengajarkan sejarah versi mereka pada siswa. Jika betul begitu, propaganda pelaku kejahatan HAM sungguh culas.",asumsi tuju prabowo sekolah rakyat salah satu agenda tulis ulang sejarah ajar sejarah versi siswa betul propaganda laku jahat sunguh culas,Positif
Walaupun mereka menghapus tapi kita tau kebenaran akan selalu kembali walaupun di hapus sekalipun.,walaupun hapus benar walaupun hapus sekalipun,Positif
"Bang aku mau tanya, apa yang terjadi apa bila seluruh  tata Surya kita tersedot masuk ke lubang hitam?",tanya jadi bila seluruh tata surya sedot masuk lubang hitam,Positif
Sejarah memang menakutkan,sejarah takut,Netral
Konten ini keren banget sumpah. Kok Bisa kok bisa-bisanya kepikiran bikin konten begini. Keren keren.,konten keren sumpah bisa pikir konten begini keren keren,Netral
"Inilah Rincian dari Revisi Penulisan Sejarah Ulang Indonesia :
1. Sejarah Awal Indonesia & Asal Usul Masyarakat Nusantara
2. Nusantara dalam Jaringan Global: India dan Tiongkok
3. Nusantara dalam Jaringan Global: Timur Tengah
4. Interaksi dengan Barat: Kompetisi dan Aliansi
5. Respons terhadap Penjajahan
6. Pergerakan Kebangsaan
7. Perang Kemerdekaan Indonesia
8. Masa Bergejolak & Ancaman Integrasi
9. Orde Baru (1967-1998)
10. Era Reformasi (1999-2024)
11. Faktaneka dan Indeks",ini rincian revisi tulis sejarah ulang indonesia sejarah awal indonesia asal usul masyarakat nusantara nusantara jar global india tiongkok nusantara jar global timur tengah interaksi barat kompetisi aliansi respons jajah gera kebangsan perang kemerdekan indonesia masa gejolak ancam integrasi orde baru reformasi faktaneka indeks,Netral
"Mereka yang melupakan sejarah akan dikutuk untuk mengulanginya, seperti keledai yang jatuh ke lubang yang sama.",lupa sejarah kutuk ulang keledai jatuh lubang,Positif
Wahai soekarno begitu mulianya kau di buku ppkn😒,wahai soekarno mulia buku,Positif
Mungkin org tua kalian banggain petrus kan,bangain petrus,Positif
bahkan sekelas tragedi santa cruz pun sudah dilenyapkan,kelas tragedi santa cruz lenyap,Positif
"3:55 ""Indonesia cemas"" 😭",indonesia cemas,Positif
Sejarah adalah alat propaganda,sejarah alat propaganda,Netral
"Tak ada Peradaban tanpa Korban.
Tak ada Sejarah tanpa Darah.",adab korban sejarah darah,Negatif
1:05 Salah satu Peristiwa Kelam dalam Sejarah Indonesia yang dilupakan oleh Kemenbud Fadli Zon adalah P4m4rk0s44n Massal Tahun 1998.,salah satu peristiwa kelam sejarah indonesia lupa kemenbud fadli masal tahun,Negatif
1.21 light Yagami moment,momen yagami ringan,Netral
"Tim KokBisa, akhir-akhir ini kualitas videonya bagus banget, kreatif, konsisten, durasinya juga lumayan lama, dan yang paling penting videonya memperluas wawasan kita juga. Terimakasih untuk Tim KokBisa telah memberi kami ilmu dan wawasan yang sangat bermanfaat, Tapi jangan lupa untuk istirahat. Tetap semangat dan terus menginspirasi!",kokbisa akhir akhir kualitas bagus kreatif konsisten durasi lumayan lama penting luas wawas terimakasih kokbisa beri ilmu wawas bermanfat lupa istirahat tetap semangat inspirasi,Netral
early 10 minutes agoo,awal menit,Netral
Sejarah bisa di sembunyikan tetapi tidak bisa hilang.,sejarah sembunyi hilang,Netral
Kalau video ini hilang apakah sejarah di masa lalu akan hilang juga 😢,video hilang sejarah masa hilang,Positif
"revisi,biar ga mengajarkan kebodohan",revisi ajar bodoh,Netral
Bagus nyoo,bagus,Netral
"Nando demo...
Nando demo...

Opening dari anime ""Orb: The Movement of the Earth"" emang cocok banget utk mengetahui kebenaran yang berusaha ditutupi",nando demo nando demo open anime movement earth cocok tahu benar usaha tutup,Netral
wah thumbnail nya Death Note reference,thumbnail referensi death note,Netral
Bahas fenomena alam aja bang.,bahas fenomena alam,Netral
9,,Netral
*Little dark age* era,litle dark,Netral
"Sejarah tidak semestinya tidak di hapus ataupun di rubah ataupun di tambahkan atau di kurang kan, biarkan sejarah itu apa adanya kenapa harus di hapus atau dihilangkan karena sejarah tidak semestinya begitu. Dan benar yang dikatakan oleh pak Widji Thukul “Apa guna punya ilmu tinggi bila kau bohongi“",sejarah mesti hapus atau rubah atau tambah kurang biar sejarah hapus hilang sejarah mesti benar kata widji thukul punya ilmu tingi bila bohong,Netral
Apsenn 1:56,apsen,Netral
menulis sejarah.. negara kita sudah menang kah?,tulis sejarah negara menang,Netral
❤🎉,,Positif
Gerceppp,gercep,Positif
Apa yang terjadi jika bahasa Indonesia jadi bahasa internasional?,jadi bahasa indonesia bahasa internasional,Positif
"Iya lah. 
Anak dan menantu presiden 1 dan 2 sekarang ada kuasa😂",anak menantu presiden sekarang kuasa,Positif
